Date,Hour,DayOfWeek,Month,T,RH,AH,CO(GT)_lag1,CO(GT)_lag24,NMHC(GT)_lag1,NMHC(GT)_lag24,C6H6(GT)_lag1,C6H6(GT)_lag24,NOx(GT)_lag1,NOx(GT)_lag24,NO2(GT)_lag1,NO2(GT)_lag24,CO(GT),NMHC(GT),C6H6(GT),NOx(GT),NO2(GT)
2005-04-05 21:00:00,21,1,4,28.5,13.1,0.5028,,,,,,,,,,,2.970023119391312,274.99952131853513,17.36108530259475,266.9600857438544,149.88319489611752
2005-04-05 22:00:00,22,1,4,28.5,13.1,0.5028,,,,,,,,,,,2.6623016584465153,274.99952131853513,14.010149799074984,253.5599801385165,133.94742208438544
2005-04-05 23:00:00,23,1,4,28.5,13.1,0.5028,,,,,,,,,,,2.3068887704988064,274.99952131853513,12.230638997332107,224.24376134272876,126.45552946307525
2005-04-06 00:00:00,0,2,4,28.5,13.1,0.5028,,,,,,,,,,,2.0502168194730728,274.9995213185352,14.84592384763076,221.78075904203922,122.74582770795013
2005-04-06 01:00:00,1,2,4,28.5,13.1,0.5028,,,,,,,,,,,1.9432706935956674,274.99952131853513,16.109286293513208,220.17849971022062,119.2235727830971
2005-04-06 02:00:00,2,2,4,28.5,13.1,0.5028,,,,,,,,,,,1.856087351887165,274.99952131853513,15.237942622371916,218.95400577974252,111.19247027354862
2005-04-06 03:00:00,3,2,4,28.5,13.1,0.5028,,,,,,,,,,,1.8904224475840707,274.9995213185352,16.070463268902,217.6668739770105,98.9876087547144
2005-04-06 04:00:00,4,2,4,28.5,13.1,0.5028,,,,,,,,,,,1.921940466341359,274.99952131853513,15.249886062583846,221.37618864008715,92.54161783544176
2005-04-06 05:00:00,5,2,4,28.5,13.1,0.5028,,,,,,,,,,,1.944540673708955,274.99952131853513,16.097374184587608,226.12561450791534,86.24633315881944
2005-04-06 06:00:00,6,2,4,28.5,13.1,0.5028,,,,,,,,,,,2.3665983305174567,274.99952131853513,16.41701040919497,234.53960490808188,124.41164995889717
2005-04-06 07:00:00,7,2,4,28.5,13.1,0.5028,,,,,,,,,,,2.9598246337285166,274.99952131853513,16.61035128842024,299.08926404177953,131.25948051125906
2005-04-06 08:00:00,8,2,4,28.5,13.1,0.5028,,,,,,,,,,,2.766781309181331,274.99952131853513,17.395453683206973,279.1578456387508,136.8643063154451
2005-04-06 09:00:00,9,2,4,28.5,13.1,0.5028,,,,,,,,,,,2.5938190313955096,274.99952131853513,15.800718924895028,268.6769200972291,141.9863120744322
2005-04-06 10:00:00,10,2,4,28.5,13.1,0.5028,,,,,,,,,,,2.4556460754937963,274.9995213185352,13.357166902920522,266.95733888332126,142.13583297992596
2005-04-06 11:00:00,11,2,4,28.5,13.1,0.5028,,,,,,,,,,,2.391744364003169,274.99952131853513,13.164825749260018,262.54661973321527,141.15332189986972
2005-04-06 12:00:00,12,2,4,28.5,13.1,0.5028,,,,,,,,,,,2.401582746050591,274.99952131853513,13.380070959122643,245.75526113346086,141.6931020214094
2005-04-06 13:00:00,13,2,4,28.5,13.1,0.5028,,,,,,,,,,,2.4498396374506504,274.99952131853513,13.483686128716787,243.63883006872453,141.14532144995385
2005-04-06 14:00:00,14,2,4,28.5,13.1,0.5028,,,,,,,,,,,2.455069591442882,274.99952131853513,13.445556000030502,252.2655614547743,141.51801563053309
2005-04-06 15:00:00,15,2,4,28.5,13.1,0.5028,,,,,,,,,,,2.4761403315737844,274.99952131853513,13.478023314051645,256.56274789353495,142.88794942223095
2005-04-06 16:00:00,16,2,4,28.5,13.1,0.5028,,,,,,,,,,,2.669101969059379,274.99952131853513,14.092191450690635,270.3571557264963,153.76272088509916
2005-04-06 17:00:00,17,2,4,28.5,13.1,0.5028,,,,,,,,,,,3.2002749297563358,274.99952131853513,16.960179817309353,284.08234512176745,166.87615202489087
2005-04-06 18:00:00,18,2,4,28.5,13.1,0.5028,,,,,,,,,,,3.808389784705866,274.99952131853513,20.902414859601816,291.6938496995661,165.73585103810765
2005-04-06 19:00:00,19,2,4,28.5,13.1,0.5028,,,,,,,,,,,4.319655469327114,274.99952131853513,23.122408490507727,297.86645785717354,164.1354640472535
2005-04-06 20:00:00,20,2,4,28.5,13.1,0.5028,,,,,,,,,,,4.238573007275216,274.99952131853513,21.325017389420854,269.6148229393793,161.75449177126336
2005-04-06 21:00:00,21,2,4,28.5,13.1,0.5028,,,,,,,,,,,3.0041777623820516,274.99952131853513,17.30914005253778,253.41436050730542,151.62419222780235
2005-04-06 22:00:00,22,2,4,28.5,13.1,0.5028,,,,,,,,,,,2.712351726169038,274.99952131853513,14.524124859882999,226.4300722717847,133.76965817667443
2005-04-06 23:00:00,23,2,4,28.5,13.1,0.5028,,,,,,,,,,,2.4839420248563013,274.99952131853513,12.157675910590898,213.6798512187138,125.94770472535026
2005-04-07 00:00:00,0,3,4,28.5,13.1,0.5028,,,,,,,,,,,2.493985959222517,274.9995213185352,13.683473731456345,217.0193292004999,122.35525778380382
2005-04-07 01:00:00,1,3,4,28.5,13.1,0.5028,,,,,,,,,,,2.470273510375991,274.99952131853513,16.94298233511309,217.76901232980728,119.21150449798746
2005-04-07 02:00:00,2,3,4,28.5,13.1,0.5028,,,,,,,,,,,2.5052252547359957,274.99952131853513,15.054867681178026,218.43534145588677,111.94529928179813
2005-04-07 03:00:00,3,3,4,28.5,13.1,0.5028,,,,,,,,,,,2.5211196936200304,274.99952131853513,15.87104139297778,217.74348373285633,96.40124957128644
2005-04-07 04:00:00,4,3,4,28.5,13.1,0.5028,,,,,,,,,,,2.703814255281137,274.99952131853513,15.321368427102287,219.44758642961176,87.69878641323383
2005-04-07 05:00:00,5,3,4,28.5,13.1,0.5028,,,,,,,,,,,2.821049137582947,274.99952131853513,16.46453638993192,227.160224858108,83.10551985771568
2005-04-07 06:00:00,6,3,4,28.5,13.1,0.5028,,,,,,,,,,,2.8103408094731455,274.99952131853513,16.52419144722166,236.11456060085763,123.38727848691121
2005-04-07 07:00:00,7,3,4,28.5,13.1,0.5028,,,,,,,,,,,2.654280880146073,274.99952131853513,16.329383739694634,294.29900619465786,128.30769845546428
2005-04-07 08:00:00,8,3,4,28.5,13.1,0.5028,,,,,,,,,,,2.866436639922643,274.99952131853513,16.506935594047064,285.52219434750816,135.11575637434757
2005-04-07 09:00:00,9,3,4,28.5,13.1,0.5028,,,,,,,,,,,2.6095437307109184,274.99952131853513,14.973170265753506,267.8356259235389,140.2395324484818
2005-04-07 10:00:00,10,3,4,28.5,13.1,0.5028,,,,,,,,,,,2.3916621705698535,274.9995213185352,12.636717377937172,266.7779198650038,141.6978208537406
2005-04-07 11:00:00,11,3,4,28.5,13.1,0.5028,,,,,,,,,,,2.333690496614664,274.99952131853513,12.979244956122512,267.3693951435166,141.23514561596915
2005-04-07 12:00:00,12,3,4,28.5,13.1,0.5028,,,,,,,,,,,2.337702248867953,274.99952131853513,13.40463157942826,267.66617062983653,141.22046354475165
2005-04-07 13:00:00,13,3,4,28.5,13.1,0.5028,,,,,,,,,,,2.383209336599161,274.99952131853513,13.485195416142512,273.2214882874408,141.34306396684994
2005-04-07 14:00:00,14,3,4,28.5,13.1,0.5028,,,,,,,,,,,2.4464049907662035,274.99952131853513,13.544567846048755,275.42253824566683,142.43482340647336
2005-04-07 15:00:00,15,3,4,28.5,13.1,0.5028,,,,,,,,,,,2.502258727918695,274.99952131853513,13.570334424433671,281.1222848744495,143.6276685986632
2005-04-07 16:00:00,16,3,4,28.5,13.1,0.5028,,,,,,,,,,,2.7001146055121463,274.99952131853513,14.66772889909655,290.904641513951,150.94100398604786
2005-04-07 17:00:00,17,3,4,28.5,13.1,0.5028,,,,,,,,,,,3.254173540730861,274.99952131853513,18.874350329948285,304.2670651376951,166.04248512094858
2005-04-07 18:00:00,18,3,4,28.5,13.1,0.5028,,,,,,,,,,,3.7847672919285347,274.99952131853513,21.96346534006198,306.43267166103834,165.13844585036284
2005-04-07 19:00:00,19,3,4,28.5,13.1,0.5028,,,,,,,,,,,4.297910204190677,274.99952131853513,24.045622705579103,305.5161793172118,163.0265134271139
2005-04-07 20:00:00,20,3,4,28.5,13.1,0.5028,,,,,,,,,,,4.220387643733599,274.99952131853513,21.517594996990116,278.8441740690184,162.6178289391925
2005-04-07 21:00:00,21,3,4,28.5,13.1,0.5028,,,,,,,,,,,3.0439029906499546,274.99952131853513,17.58443275512759,252.1276157230784,151.4787798936801
2005-04-07 22:00:00,22,3,4,28.5,13.1,0.5028,,,,,,,,,,,2.754132620922842,274.99952131853513,14.602444058821318,229.5953042604667,133.8160218636132
2005-04-07 23:00:00,23,3,4,28.5,13.1,0.5028,,,,,,,,,,,2.512096030055956,274.99952131853513,12.18179268102549,215.03229428078848,126.1286190352948
2005-04-08 00:00:00,0,4,4,28.5,13.1,0.5028,,,,,,,,,,,2.5360675758043323,274.99952131853513,14.2012093926893,216.92522715589297,122.62555965019791
2005-04-08 01:00:00,1,4,4,28.5,13.1,0.5028,,,,,,,,,,,2.510826389269074,274.99952131853513,16.319484840995255,217.22987838594173,118.99741069184364
2005-04-08 02:00:00,2,4,4,28.5,13.1,0.5028,,,,,,,,,,,2.5898233342879706,274.99952131853513,14.358842069895735,217.21838055596464,110.12479033809196
2005-04-08 03:00:00,3,4,4,28.5,13.1,0.5028,,,,,,,,,,,2.6928734149171185,274.99952131853513,16.01713175181865,216.91807347873151,94.64909041760242
2005-04-08 04:00:00,4,4,4,28.5,13.1,0.5028,,,,,,,,,,,2.898122074109341,274.99952131853513,15.128005251517314,218.85657328139715,88.37302828122465
2005-04-08 05:00:00,5,4,4,28.5,13.1,0.5028,,,,,,,,,,,2.773760295755116,274.99952131853513,16.83729124338277,225.69409779813552,83.35471154846111
2005-04-08 06:00:00,6,4,4,28.5,13.1,0.5028,,,,,,,,,,,2.9448363451753536,274.99952131853513,16.511727645279095,235.52643908680858,122.78072254285527
2005-04-08 07:00:00,7,4,4,28.5,13.1,0.5028,,,,,,,,,,,2.665965902181541,274.99952131853513,16.017411318172034,295.995017001442,129.7660866095124
2005-04-08 08:00:00,8,4,4,28.5,13.1,0.5028,,,,,,,,,,,2.79486126527754,274.99952131853513,15.67868281739007,293.87598411023663,135.55824797014276
2005-04-08 09:00:00,9,4,4,28.5,13.1,0.5028,,,,,,,,,,,2.4728665751348493,274.99952131853513,13.420918621925447,273.1341182546165,139.9520180996891
2005-04-08 10:00:00,10,4,4,28.5,13.1,0.5028,,,,,,,,,,,2.3920819599904597,274.99952131853513,12.995203657767911,271.2351654123239,140.70621110537746
2005-04-08 11:00:00,11,4,4,28.5,13.1,0.5028,,,,,,,,,,,2.336080184405232,274.99952131853513,13.029078900752912,271.31812334221894,140.47609285114586
2005-04-08 12:00:00,12,4,4,28.5,13.1,0.5028,,,,,,,,,,,2.330866221296131,274.99952131853513,13.374300480533085,275.6304482470335,140.6370413034021
2005-04-08 13:00:00,13,4,4,28.5,13.1,0.5028,,,,,,,,,,,2.3792290621286316,274.99952131853513,13.553187485233387,277.44070080040365,140.7054796281352
2005-04-08 14:00:00,14,4,4,28.5,13.1,0.5028,,,,,,,,,,,2.458560768227812,274.99952131853513,13.507440106226886,277.7201805069954,141.92678302777065
2005-04-08 15:00:00,15,4,4,28.5,13.1,0.5028,,,,,,,,,,,2.5092504517878043,274.99952131853513,13.590788009161237,286.05933119034347,142.27441904981242
2005-04-08 16:00:00,16,4,4,28.5,13.1,0.5028,,,,,,,,,,,2.709914879438637,274.9995213185352,14.669971209885132,299.749294630014,149.43411554722988
2005-04-08 17:00:00,17,4,4,28.5,13.1,0.5028,,,,,,,,,,,3.3598559868020588,274.99952131853513,18.970121396225117,311.1221578227434,165.83645646190166
2005-04-08 18:00:00,18,4,4,28.5,13.1,0.5028,,,,,,,,,,,3.8080404047026173,274.99952131853513,21.07024584840033,309.7490398502162,163.91033670970066
2005-04-08 19:00:00,19,4,4,28.5,13.1,0.5028,,,,,,,,,,,4.342772626679365,274.99952131853513,24.00351877970978,310.07758622196616,162.27213154532618
2005-04-08 20:00:00,20,4,4,28.5,13.1,0.5028,,,,,,,,,,,4.225233259298337,274.99952131853513,21.386672681805305,285.30596537722124,162.03114128523134
2005-04-08 21:00:00,21,4,4,28.5,13.1,0.5028,,,,,,,,,,,3.167123610672626,274.99952131853513,17.577486696230345,249.55366863543762,151.50437785716647
2005-04-08 22:00:00,22,4,4,28.5,13.1,0.5028,,,,,,,,,,,2.774911371241818,274.9995213185352,14.664574361851619,226.11045868055507,133.68647232394252
2005-04-08 23:00:00,23,4,4,28.5,13.1,0.5028,,,,,,,,,,,2.5012116413097494,274.99952131853513,11.979150973307926,216.53870929255618,126.40056337788215
2005-04-09 00:00:00,0,5,4,28.5,13.1,0.5028,,,,,,,,,,,2.472448001692643,274.99952131853513,13.430134119933047,219.0203019529083,122.28690400284344
2005-04-09 01:00:00,1,5,4,28.5,13.1,0.5028,,,,,,,,,,,2.43125083267598,274.99952131853513,16.7666144480699,218.0474222586357,119.08790138206093
2005-04-09 02:00:00,2,5,4,28.5,13.1,0.5028,,,,,,,,,,,2.549148315725617,274.99952131853513,14.278494514757462,217.65083219531866,111.4627555600941
2005-04-09 03:00:00,3,5,4,28.5,13.1,0.5028,,,,,,,,,,,2.6150099775444686,274.99952131853513,16.091290839849293,218.1244749490579,96.41636146514557
2005-04-09 04:00:00,4,5,4,28.5,13.1,0.5028,,,,,,,,,,,2.8385618378026547,274.99952131853513,14.757250985466028,218.86298407967465,88.07493187941098
2005-04-09 05:00:00,5,5,4,28.5,13.1,0.5028,,,,,,,,,,,2.779623708802875,274.99952131853513,16.70810096267978,225.33646182955673,83.67076617697437
2005-04-09 06:00:00,6,5,4,28.5,13.1,0.5028,,,,,,,,,,,2.9701567705950738,274.99952131853513,15.775253876770773,236.547694322223,118.57880290217845
2005-04-09 07:00:00,7,5,4,28.5,13.1,0.5028,,,,,,,,,,,2.670564862641109,274.99952131853513,14.996698532250827,288.7621333893105,128.14416229826952
2005-04-09 08:00:00,8,5,4,28.5,13.1,0.5028,,,,,,,,,,,2.6912314600395013,274.99952131853513,14.364035814543678,290.61203851128903,134.17977420980952
2005-04-09 09:00:00,9,5,4,28.5,13.1,0.5028,,,,,,,,,,,2.4582709339652338,274.99952131853513,12.80915999968222,273.4810596835409,138.83578116869126
2005-04-09 10:00:00,10,5,4,28.5,13.1,0.5028,,,,,,,,,,,2.378923298676479,274.99952131853513,12.623202691316177,272.38041992849656,139.3409396460359
2005-04-09 11:00:00,11,5,4,28.5,13.1,0.5028,,,,,,,,,,,2.3331960925947963,274.99952131853513,12.473178801397033,271.1919291035391,139.37491631363326
2005-04-09 12:00:00,12,5,4,28.5,13.1,0.5028,,,,,,,,,,,2.3279015499868407,274.99952131853513,12.780303740867502,276.5519325870917,139.5383331640382
2005-04-09 13:00:00,13,5,4,28.5,13.1,0.5028,,,,,,,,,,,2.3517348256514428,274.99952131853513,12.852618392686075,278.81624332536677,139.83569890779054
2005-04-09 14:00:00,14,5,4,28.5,13.1,0.5028,,,,,,,,,,,2.4102848935281367,274.9995213185352,12.91026032564924,278.3620805016636,141.06253015071943
2005-04-09 15:00:00,15,5,4,28.5,13.1,0.5028,,,,,,,,,,,2.500639702731977,274.99952131853513,13.04567806747123,290.68310854937056,142.98507916256958
2005-04-09 16:00:00,16,5,4,28.5,13.1,0.5028,,,,,,,,,,,2.7028561014545542,274.9995213185352,13.781115155072312,307.56125936275134,150.9375924489499
2005-04-09 17:00:00,17,5,4,28.5,13.1,0.5028,,,,,,,,,,,3.3246782761697196,274.99952131853513,17.587934072301728,318.28444947165633,166.3814413220692
2005-04-09 18:00:00,18,5,4,28.5,13.1,0.5028,,,,,,,,,,,3.753322973209293,274.99952131853513,20.918516142469223,323.00392226719805,165.55183268724716
2005-04-09 19:00:00,19,5,4,28.5,13.1,0.5028,,,,,,,,,,,4.290884286760279,274.99952131853513,22.257237286023493,321.31311127781515,161.40889772866527
2005-04-09 20:00:00,20,5,4,28.5,13.1,0.5028,,,,,,,,,,,4.198854986085916,274.99952131853513,20.439917621450462,295.10311052226376,161.98158520250806
2005-04-09 21:00:00,21,5,4,28.5,13.1,0.5028,,,,,,,,,,,3.2726091161132307,274.99952131853513,16.195331636388232,247.15463793631795,152.20068871595666
2005-04-09 22:00:00,22,5,4,28.5,13.1,0.5028,,,,,,,,,,,2.698383529261742,274.99952131853513,13.516214531380523,227.91862241820726,135.67047541026184
2005-04-09 23:00:00,23,5,4,28.5,13.1,0.5028,,,,,,,,,,,2.3715401455537255,274.99952131853513,12.028747679445358,217.7376060702546,127.38606998694229
2005-04-10 00:00:00,0,6,4,28.5,13.1,0.5028,,,,,,,,,,,2.3821373086774438,274.99952131853513,13.97512937816395,217.73493016242836,123.358098301218
2005-04-10 01:00:00,1,6,4,28.5,13.1,0.5028,,,,,,,,,,,2.314392038092188,274.99952131853513,16.456954026055715,217.49794193685108,119.1726777317609
2005-04-10 02:00:00,2,6,4,28.5,13.1,0.5028,,,,,,,,,,,2.4243739279177627,274.99952131853513,13.765977499159094,216.69332564617338,111.98314620972214
2005-04-10 03:00:00,3,6,4,28.5,13.1,0.5028,,,,,,,,,,,2.463299416587125,274.99952131853513,16.808709914125163,216.4577603406165,96.33003782195088
2005-04-10 04:00:00,4,6,4,28.5,13.1,0.5028,,,,,,,,,,,2.76093765937358,274.99952131853513,14.15739288254715,218.6698554320723,87.91612766476796
2005-04-10 05:00:00,5,6,4,28.5,13.1,0.5028,,,,,,,,,,,2.8231269989694185,274.99952131853513,17.00130329991859,224.1430880701643,83.47830360066179
2005-04-10 06:00:00,6,6,4,28.5,13.1,0.5028,,,,,,,,,,,2.8665787907701286,274.99952131853513,15.062517058961571,235.5439162813009,116.76896976071673
2005-04-10 07:00:00,7,6,4,28.5,13.1,0.5028,,,,,,,,,,,2.586012660028685,274.99952131853513,14.487672316174846,291.70068848980554,126.84160230754654
2005-04-10 08:00:00,8,6,4,28.5,13.1,0.5028,,,,,,,,,,,2.7854703055975873,274.99952131853513,14.33898676224315,294.51476766121846,132.98801184445085
2005-04-10 09:00:00,9,6,4,28.5,13.1,0.5028,,,,,,,,,,,2.478355728817002,274.99952131853513,12.933434651647078,275.2034513845376,136.54601513271584
2005-04-10 10:00:00,10,6,4,28.5,13.1,0.5028,,,,,,,,,,,2.456052607837472,274.99952131853513,12.653741982847915,271.1127964383915,140.05771076323626
2005-04-10 11:00:00,11,6,4,28.5,13.1,0.5028,,,,,,,,,,,2.4251403580703745,274.99952131853513,12.44591754693952,270.3184420498186,140.32782269274284
2005-04-10 12:00:00,12,6,4,28.5,13.1,0.5028,,,,,,,,,,,2.46471025762333,274.99952131853513,12.503926419142148,272.5765000349784,140.61844647877402
2005-04-10 13:00:00,13,6,4,28.5,13.1,0.5028,,,,,,,,,,,2.520785532327246,274.99952131853513,12.507483985359634,276.4944953063729,140.60006428756122
2005-04-10 14:00:00,14,6,4,28.5,13.1,0.5028,,,,,,,,,,,2.503542207038231,274.99952131853513,12.472135327605114,277.3949693883479,141.7746938878671
2005-04-10 15:00:00,15,6,4,28.5,13.1,0.5028,,,,,,,,,,,2.5337700020981293,274.99952131853513,12.74790593116548,294.1955315961918,142.98635922337374
2005-04-10 16:00:00,16,6,4,28.5,13.1,0.5028,,,,,,,,,,,2.7460989510545635,274.99952131853513,13.568915021577926,311.44385698528765,151.21085087355073
2005-04-10 17:00:00,17,6,4,28.5,13.1,0.5028,,,,,,,,,,,3.2548735676170026,274.99952131853513,16.436441333158875,330.0694489616923,165.99459064072883
2005-04-10 18:00:00,18,6,4,28.5,13.1,0.5028,,,,,,,,,,,3.649978662649644,274.99952131853513,19.246388864107267,324.7077379759848,165.09639810936153
2005-04-10 19:00:00,19,6,4,28.5,13.1,0.5028,,,,,,,,,,,3.90425117107196,274.99952131853513,21.052581816563993,323.0401247927957,162.00833608548774
2005-04-10 20:00:00,20,6,4,28.5,13.1,0.5028,,,,,,,,,,,4.161059449986907,274.99952131853513,20.602808677265973,293.796146794818,162.8639843364871
2005-04-10 21:00:00,21,6,4,28.5,13.1,0.5028,,,,,,,,,,,3.2574983149162833,274.99952131853513,16.27212625180377,249.32109046091952,151.8853704609502
